[0.00464355617371548, 0.0072626724947586485]
[0.0044170873281002, 0.007129322062729537]
[0.0042016634273360776, 0.00699170411750627]
[0.003996745882440367, 0.006850551982714448]
[0.0038018222812212787, 0.006706537752424635]
[0.0036164052148417447, 0.006560276314485927]
[0.0034400310487678887, 0.006412329424519858]
[0.0032722587578037365, 0.006263209357329824]
[0.003112668813509689, 0.0061133824780298385]
[0.0029608621630815013, 0.0059632724075816546]
[0.0028164592088616436, 0.005813263149154757]
[0.0026790988736969668, 0.00566370189887877]
[0.0025484376788979662, 0.005514901785236281]
[0.0024241489067310107, 0.005367144296581916]
[0.002305921769510444, 0.005220681668799632]
[0.002193460637720468, 0.005075739051390471]
[0.002086484300064695, 0.004932516551857891]
[0.001984725259954412, 0.004791191144084994]
[0.0018879290667962456, 0.004651918448103309]
[0.0017958536796854885, 0.00451483439229472]
[0.0017082688621944397, 0.0043800567639009635]
[0.0016249556066585402, 0.004247686655225014]
[0.001545705586542545, 0.004117809811917894]
[0.0014703206355171083, 0.003990497889446498]
[0.0013986122519379363, 0.003865809623518679]
[0.0013304011275252492, 0.003743791919728512]
[0.00126551669889996, 0.003624480868162916]

[0.004753879319327803, 0.010614814916753312]
[0.004522029987140019, 0.010323225691868165]
[0.004301487969098572, 0.010034830458075517]
[0.004091701923422564, 0.009750011102756917]
[0.0038921472655817357, 0.0094691048146755]
[0.003702324984884986, 0.00919240742047854]
[0.003521760467180002, 0.008920176438001803]
[0.0033500021860877194, 0.008652634399620274]
[0.0031866206494189364, 0.008389971479872083]
[0.003031207325013191, 0.00813234811321173]
[0.0028833735962301987, 0.007879897505653766]
[0.0027427498081516455, 0.007632727854538945]
[0.002608984320377525, 0.007390924544487865]
[0.002481742653777791, 0.007154552033046713]
[0.0023607066364197404, 0.00692365574446141]
[0.002245573615141827, 0.006698263750182898]
[0.0021360556975872913, 0.006478388357181952]
[0.0020318790318901714, 0.00626402758040312]
[0.0019327831221372938, 0.006055166506559573]
[0.0018385201769336446, 0.0058517785602214545]
[0.0017488544898166536, 0.005653826676716989]
[0.001663561849864048, 0.005461264388488374]
[0.0015824289810486558, 0.00527403683043115]
[0.0015052530089382232, 0.005092081669520354]
[0.0014318409534030963, 0.004915329963741222]
[0.0013620092461037459, 0.004743706954865257]
[0.001295583271346823, 0.004577132800206218]

[0.012196564320453573, 0.003136779131005074]
[0.011601730775635977, 0.002403710220124311]
[0.011035907685319701, 0.001734684456762503]
[0.010497680115140184, 0.001125198881315126]
[0.009985702173026745, 0.0005710370043095214]
[0.009498693805342517, 6.825277706776212e-05]
[0.009035436999503488, 0.00038684792869847495]
[0.008594773541066414, 0.000797719788733664]
[0.008175601489416151, 0.001167594608429301]
[0.0077768726995502135, 0.0014994939803154583]
[0.007397590139490512, 0.001796242310753593]
[0.007036805412863764, 0.00206047880184701]
[0.006693616361101579, 0.0022946688937044435]
[0.006367164838900485, 0.0025011148146112383]
[0.006056634545442835, 0.0026819657331813573]
[0.005761248992992352, 0.002839227171107739]
[0.005480269563954199, 0.00297476990655543]
[0.005212993663362753, 0.003090338349831967]
[0.004958752962267776, 0.003187558418515035]
[0.004716911726483253, 0.0032679449466881394]
[0.004486865226949743, 0.003332908652625033]
[0.0042680382275929185, 0.0033837626912491814]
[0.004059883546931764, 0.003421728815092173]
[0.0038618806898419455, 0.003447943166354772]
[0.003673534546045243, 0.003463461721413985]
[0.0034943741521413774, 0.00346926540754966]
[0.003323951513751533, 0.0034662649126389056]

[0.008268788891170775, 0.0036162820497844805]
[0.007865515304957826, 0.0038331895387383463]
[0.007481909588806346, 0.004020338194549944]
[0.007117012550799773, 0.0041801146221760455]
[0.006769911732380729, 0.00431474369749027]
[0.006439739268453648, 0.004426298020440866]
[0.006125669458544869, 0.004516708451906271]
[0.005826917037465518, 0.004587771818404085]
[0.00554273493923324, 0.00464116029617756]
[0.005272412565647366, 0.0046784288669471374]
[0.005015273967686612, 0.0047010229056496655]
[0.004770676171635048, 0.004710285115072876]
[0.004538007547403078, 0.004707462184573741]
[0.004316686307818618, 0.004693710860220968]
[0.004106159032442103, 0.004670103831785566]
[0.0039058992932846093, 0.004637635145283703]
[0.003715406336874061, 0.004597225327335419]
[0.003534203831564886, 0.004549726194267745]
[0.003361838676728124, 0.004495925363473763]
[0.0031978798696905564, 0.004436550489795632]
[0.0030419174280319483, 0.004372273240783819]
[0.0028935613644111013, 0.00430371302700383]
[0.002752440711393578, 0.004231440501645256]
[0.0026182025938399356, 0.004155980843052465]
[0.002490511346534996, 0.00407781683306041]
[0.002369047674903424, 0.003997391742972312]
[0.0022535078564296374, 0.003915112039914348]

[0.005587779998852849, 0.003340997110187427]
[0.005315260766700636, 0.003443817713887465]
[0.005056032433808255, 0.0035286623886873203]
[0.0048094468211286046, 0.0035970398394592484]
[0.004574887319205412, 0.003650354554459029]
[0.0043517674466568845, 0.0036899129734481867]
[0.004139529232029648, 0.003716930292220866]
[0.003937642011752507, 0.0037325355533177618]
[0.003745600943941274, 0.0037377776958671394]
[0.003562925829679181, 0.00373363041926833]
[0.0033891598843606985, 0.003720997115808977]
[0.0032238686075213158, 0.0037007153707699914]
[0.003066638679148387, 0.0036735612910054893]
[0.002917076945936181, 0.003640253440278185]
[0.0027748094245518273, 0.0036014566562230232]
[0.0026394803719767546, 0.0035577855613033726]
[0.0025107513951922455, 0.003509807881869609]
[0.002388300604682314, 0.0034580475619869766]
[0.00227182180969987, 0.0034029876829198002]
[0.002161023752583424, 0.003345073202977833]
[0.0020556293804777637, 0.003284713526940042]
[0.001955375152555394, 0.003222284915635143]
[0.0018600103810261226, 0.003158132745047393]
[0.0017692966042878178, 0.003092573623895145]
